task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.36097883597884,83.36097883597884,83.36097883597884,83.36097883597884,83.36097883597884,83.36097883597884,35.00814654388663,35.00814654388663,35.00814654388663,35.00814654388663,16.755232115893243,16.755232115893243,16.755232115893243
object_detection,44.291786492374726,44.291786492374726,44.291786492374726,44.291786492374726,44.291786492374726,44.291786492374726,31.056255745888098,31.056255745888098,31.056255745888098,31.056255745888098,28.99120378783754,28.99120378783754,28.99120378783754
question_answering,43.37044973544973,43.37044973544973,43.37044973544973,43.37044973544973,43.37044973544973,43.37044973544973,17.252060915782142,17.252060915782142,17.252060915782142,17.252060915782142,5.5447181071159815,5.5447181071159815,5.5447181071159815
speech_recognition,581.3630952380952,581.3630952380952,581.3630952380952,581.3630952380952,581.3630952380952,581.3630952380952,192.39056697688278,192.39056697688278,192.39056697688278,192.39056697688278,33.48589114213938,33.48589114213938,33.48589114213938
