task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1
image_classification,78.60709582084583,78.60709582084583,78.60709582084583,78.60709582084583,28.388724749594314,9.774660565031313
object_detection,35.698306081173726,35.698306081173726,35.698306081173726,35.698306081173726,19.63692571337478,11.552217118971598
question_answering,43.14430499647411,43.14430499647411,43.14430499647411,43.14430499647411,15.119607843137254,4.550586612489306
speech_recognition,576.6252331002331,576.6252331002331,576.6252331002331,576.6252331002331,186.99737967054142,21.457656637302826
