task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1
image_classification,78.13656810872497,78.13656810872497,78.13656810872497,78.13656810872497,78.13656810872497,78.13656810872497,78.13656810872497,78.13656810872497,78.13656810872497,9.932649895178198
object_detection,38.553195345246436,38.553195345246436,38.553195345246436,38.553195345246436,38.553195345246436,38.553195345246436,38.553195345246436,38.553195345246436,38.553195345246436,11.52356945754811
question_answering,42.42011848213042,42.42011848213042,42.42011848213042,42.42011848213042,42.42011848213042,42.42011848213042,42.42011848213042,42.42011848213042,42.42011848213042,4.586959621096481
speech_recognition,576.5055331088664,576.5055331088664,576.5055331088664,576.5055331088664,576.5055331088664,576.5055331088664,576.5055331088664,576.5055331088664,576.5055331088664,21.362033869219935
