task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,99.1672263045775,28.06760176221791,28.06760176221791,28.06760176221791
object_detection,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,46.25153873773286,19.76658798021414,19.76658798021414,19.76658798021414
question_answering,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,53.130549964368846,15.685090925062777,15.685090925062777,15.685090925062777
speech_recognition,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,751.6972718115219,188.28572438757934,188.28572438757934,188.28572438757934
