task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.5246353349032,81.5246353349032,81.5246353349032,81.5246353349032,81.5246353349032,81.5246353349032,81.5246353349032,81.5246353349032,11.05727262792819,11.05727262792819,11.05727262792819
object_detection,43.58874771062271,43.58874771062271,43.58874771062271,43.58874771062271,43.58874771062271,43.58874771062271,43.58874771062271,43.58874771062271,13.338653288713482,13.338653288713482,13.338653288713482
question_answering,44.17964285714286,44.17964285714286,44.17964285714286,44.17964285714286,44.17964285714286,44.17964285714286,44.17964285714286,44.17964285714286,5.065220559293699,5.065220559293699,5.065220559293699
speech_recognition,580.545,580.545,580.545,580.545,580.545,580.545,580.545,580.545,22.108190050769828,22.108190050769828,22.108190050769828
