task_type,c5.2xlarge-1,g4dn.xlarge-1
image_classification,27.40026418026418,9.63611828368882
object_detection,19.984746203453295,11.229378131233595
question_answering,16.23462555853218,4.428780947139643
speech_recognition,187.1993906352046,21.120049552958715
