task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,83.85320477502296,31.92324675324675,31.92324675324675,12.579899187717931,12.579899187717931,12.579899187717931
object_detection,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,50.52588792688793,29.97036166447931,29.97036166447931,16.031832431408066,16.031832431408066,16.031832431408066
question_answering,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,43.57764629310084,17.05126787557128,17.05126787557128,5.352350114796963,5.352350114796963,5.352350114796963
speech_recognition,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,584.1115151515152,190.77993964368966,190.77993964368966,23.34036313990253,23.34036313990253,23.34036313990253
