task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,82.06479437229436,82.06479437229436,82.06479437229436,82.06479437229436,82.06479437229436,82.06479437229436,82.06479437229436,82.06479437229436,82.06479437229436,35.387445887445885,11.229788268997982,11.229788268997982,11.229788268997982
object_detection,45.96056983684435,45.96056983684435,45.96056983684435,45.96056983684435,45.96056983684435,45.96056983684435,45.96056983684435,45.96056983684435,45.96056983684435,28.55536283891547,14.178146073412503,14.178146073412503,14.178146073412503
question_answering,45.858691617024945,45.858691617024945,45.858691617024945,45.858691617024945,45.858691617024945,45.858691617024945,45.858691617024945,45.858691617024945,45.858691617024945,16.41712519936204,5.058163563460111,5.058163563460111,5.058163563460111
speech_recognition,579.5944444444444,579.5944444444444,579.5944444444444,579.5944444444444,579.5944444444444,579.5944444444444,579.5944444444444,579.5944444444444,579.5944444444444,188.9379786879787,22.36521482419293,22.36521482419293,22.36521482419293
