task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,g4dn.xlarge-1
image_classification,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,79.7636681175967,9.381749658750618
object_detection,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,41.34542310863739,11.354163241541263
question_answering,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,43.58401402169259,4.38673795822033
speech_recognition,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,583.9196598639456,21.140891610499907
