task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,31.013872053872056,31.013872053872056,31.013872053872056,11.05016511401906,11.05016511401906,11.05016511401906
object_detection,25.660371148459383,25.660371148459383,25.660371148459383,13.06652530218203,13.06652530218203,13.06652530218203
question_answering,17.558355289934237,17.558355289934237,17.558355289934237,5.046025461384533,5.046025461384533,5.046025461384533
speech_recognition,188.40118814192346,188.40118814192346,188.40118814192346,22.080066708681862,22.080066708681862,22.080066708681862
