task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.5129415029415,79.5129415029415,79.5129415029415,79.5129415029415,79.5129415029415,79.5129415029415,28.421718322059984,28.421718322059984,28.421718322059984,28.421718322059984,9.846449736717812
object_detection,38.53939814814815,38.53939814814815,38.53939814814815,38.53939814814815,38.53939814814815,38.53939814814815,21.510344014413977,21.510344014413977,21.510344014413977,21.510344014413977,11.370928725950792
question_answering,42.743695887445895,42.743695887445895,42.743695887445895,42.743695887445895,42.743695887445895,42.743695887445895,16.169314772259106,16.169314772259106,16.169314772259106,16.169314772259106,4.638329000506859
speech_recognition,576.7751322751323,576.7751322751323,576.7751322751323,576.7751322751323,576.7751322751323,576.7751322751323,190.51869337375058,190.51869337375058,190.51869337375058,190.51869337375058,21.470799174236824
