task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1
image_classification,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,110.57678316964453,26.750940519277755
object_detection,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,48.018152326004575,19.237843325052626
question_answering,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,56.8433268455198,15.018779159885298
speech_recognition,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,783.8333928827942,184.0287488908607
