task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,78.93049413549413,78.93049413549413,78.93049413549413,78.93049413549413,78.93049413549413,78.93049413549413,78.93049413549413,78.93049413549413,78.93049413549413,29.792770072326967,29.792770072326967,29.792770072326967,10.09137198749853
object_detection,39.81499969166636,39.81499969166636,39.81499969166636,39.81499969166636,39.81499969166636,39.81499969166636,39.81499969166636,39.81499969166636,39.81499969166636,20.601614862301766,20.601614862301766,20.601614862301766,11.902143246806293
question_answering,43.149209216709224,43.149209216709224,43.149209216709224,43.149209216709224,43.149209216709224,43.149209216709224,43.149209216709224,43.149209216709224,43.149209216709224,15.932379897239906,15.932379897239906,15.932379897239906,4.760769593952931
speech_recognition,576.3147707231041,576.3147707231041,576.3147707231041,576.3147707231041,576.3147707231041,576.3147707231041,576.3147707231041,576.3147707231041,576.3147707231041,187.4660583860584,187.4660583860584,187.4660583860584,21.80641277217119
