task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,79.69778499278499,79.69778499278499,79.69778499278499,79.69778499278499,79.69778499278499,79.69778499278499,79.69778499278499,10.767269749813533,10.767269749813533,10.767269749813533
object_detection,43.23939530357598,43.23939530357598,43.23939530357598,43.23939530357598,43.23939530357598,43.23939530357598,43.23939530357598,13.28466269988365,13.28466269988365,13.28466269988365
question_answering,43.10699855699856,43.10699855699856,43.10699855699856,43.10699855699856,43.10699855699856,43.10699855699856,43.10699855699856,5.0876908780853025,5.0876908780853025,5.0876908780853025
speech_recognition,580.0842857142858,580.0842857142858,580.0842857142858,580.0842857142858,580.0842857142858,580.0842857142858,580.0842857142858,21.832575051755818,21.832575051755818,21.832575051755818
