task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.14675975005386,80.14675975005386,80.14675975005386,80.14675975005386,80.14675975005386,9.773630827570972,9.773630827570972
object_detection,38.92038827838827,38.92038827838827,38.92038827838827,38.92038827838827,38.92038827838827,11.753333343962781,11.753333343962781
question_answering,43.66492263292263,43.66492263292263,43.66492263292263,43.66492263292263,43.66492263292263,4.813009468639892,4.813009468639892
speech_recognition,577.261507936508,577.261507936508,577.261507936508,577.261507936508,577.261507936508,20.965901089968376,20.965901089968376
