task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,82.61362433862435,82.61362433862435,82.61362433862435,82.61362433862435,82.61362433862435,82.61362433862435,82.61362433862435,82.61362433862435,82.61362433862435,33.53999883268905,33.53999883268905,33.53999883268905,33.53999883268905,10.900802121202995,10.900802121202995
object_detection,46.24408017908018,46.24408017908018,46.24408017908018,46.24408017908018,46.24408017908018,46.24408017908018,46.24408017908018,46.24408017908018,46.24408017908018,28.10821061788453,28.10821061788453,28.10821061788453,28.10821061788453,13.815964021866316,13.815964021866316
question_answering,45.644784551867886,45.644784551867886,45.644784551867886,45.644784551867886,45.644784551867886,45.644784551867886,45.644784551867886,45.644784551867886,45.644784551867886,16.674551481370365,16.674551481370365,16.674551481370365,16.674551481370365,5.055545479886156,5.055545479886156
speech_recognition,582.4898412698412,582.4898412698412,582.4898412698412,582.4898412698412,582.4898412698412,582.4898412698412,582.4898412698412,582.4898412698412,582.4898412698412,195.67421703296702,195.67421703296702,195.67421703296702,195.67421703296702,21.663354529214352,21.663354529214352
