task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,83.13827011877012,11.595410443401784,11.595410443401784,11.595410443401784
object_detection,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,48.27689865689865,14.257627558588723,14.257627558588723,14.257627558588723
question_answering,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,43.02842247146792,5.250142639883645,5.250142639883645,5.250142639883645
speech_recognition,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,583.4790909090909,22.473167957855633,22.473167957855633,22.473167957855633
