task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,82.27634992784992,34.10925010447069,34.10925010447069,34.10925010447069,34.10925010447069,11.280007398952483,11.280007398952483
object_detection,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,47.0817012987013,28.929138751255625,28.929138751255625,28.929138751255625,28.929138751255625,13.214207156212463,13.214207156212463
question_answering,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,43.40838023088023,16.155467190337966,16.155467190337966,16.155467190337966,16.155467190337966,5.2098878735307705,5.2098878735307705
speech_recognition,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,581.0123333333333,198.76906650947092,198.76906650947092,198.76906650947092,198.76906650947092,22.06761049934467,22.06761049934467
