task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,77.6,32.92303647741147,32.92303647741147,32.92303647741147,32.92303647741147,11.05304097305885,11.05304097305885,11.05304097305885
object_detection,42.9,28.138751367096955,28.138751367096955,28.138751367096955,28.138751367096955,13.905532544108837,13.905532544108837,13.905532544108837
question_answering,42.61,17.073795403942462,17.073795403942462,17.073795403942462,17.073795403942462,5.215755709344522,5.215755709344522,5.215755709344522
speech_recognition,568.8266666666666,193.46979104229104,193.46979104229104,193.46979104229104,193.46979104229104,21.72933626607513,21.72933626607513,21.72933626607513
