task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.50249278499278,83.50249278499278,83.50249278499278,83.50249278499278,83.50249278499278,83.50249278499278,83.50249278499278,83.50249278499278,83.50249278499278,34.112148211265854,34.112148211265854,34.112148211265854,12.692608661586913,12.692608661586913,12.692608661586913
object_detection,48.0431426366843,48.0431426366843,48.0431426366843,48.0431426366843,48.0431426366843,48.0431426366843,48.0431426366843,48.0431426366843,48.0431426366843,31.716713830831473,31.716713830831473,31.716713830831473,16.1101855445579,16.1101855445579,16.1101855445579
question_answering,42.88053356696214,42.88053356696214,42.88053356696214,42.88053356696214,42.88053356696214,42.88053356696214,42.88053356696214,42.88053356696214,42.88053356696214,16.670807155807157,16.670807155807157,16.670807155807157,5.334879534764249,5.334879534764249,5.334879534764249
speech_recognition,581.3444444444444,581.3444444444444,581.3444444444444,581.3444444444444,581.3444444444444,581.3444444444444,581.3444444444444,581.3444444444444,581.3444444444444,188.80760461760462,188.80760461760462,188.80760461760462,23.613976276219788,23.613976276219788,23.613976276219788
