task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.09920634920636,81.09920634920636,81.09920634920636,81.09920634920636,81.09920634920636,30.36133600489638,30.36133600489638,30.36133600489638,30.36133600489638,10.813372514039362,10.813372514039362
object_detection,41.15551948051948,41.15551948051948,41.15551948051948,41.15551948051948,41.15551948051948,25.512808219771138,25.512808219771138,25.512808219771138,25.512808219771138,12.698186449059488,12.698186449059488
question_answering,42.526448107448104,42.526448107448104,42.526448107448104,42.526448107448104,42.526448107448104,16.84247302834764,16.84247302834764,16.84247302834764,16.84247302834764,4.930762370102557,4.930762370102557
speech_recognition,582.4053333333334,582.4053333333334,582.4053333333334,582.4053333333334,582.4053333333334,186.54781991744068,186.54781991744068,186.54781991744068,186.54781991744068,21.974650037729084,21.974650037729084
