task_id,task_type,assigned_machine,arrival_time,inference_time,completion_time
2,question_answering,triton_t2_large_6,15,31,55
1,object_detection,triton_t2_large_7,12,37,57
4,image_classification,triton_g4dn_xlarge_3,78,10,97
3,question_answering,triton_t2_large_8,53,37,100
5,image_classification,triton_g4dn_xlarge_4,111,10,130
6,object_detection,triton_g4dn_xlarge_1,120,14,142
7,question_answering,triton_t2_large_7,134,37,180
10,object_detection,triton_g4dn_xlarge_3,167,13,189
8,question_answering,triton_t2_large_6,147,34,190
11,speech_recognition,triton_g4dn_xlarge_4,179,19,207
12,question_answering,triton_g4dn_xlarge_1,215,3,228
9,image_classification,triton_t2_large_8,166,77,253
14,object_detection,triton_t2_large_6,262,34,306
16,speech_recognition,triton_g4dn_xlarge_3,303,19,331
17,image_classification,triton_g4dn_xlarge_4,353,10,372
18,image_classification,triton_g4dn_xlarge_1,353,10,372
20,object_detection,triton_g4dn_xlarge_3,376,10,396
21,speech_recognition,triton_g4dn_xlarge_4,386,19,414
19,image_classification,triton_t2_large_6,366,70,445
22,question_answering,triton_g4dn_xlarge_1,469,3,482
24,object_detection,triton_g4dn_xlarge_3,490,9,508
26,question_answering,triton_g4dn_xlarge_1,517,3,530
25,speech_recognition,triton_g4dn_xlarge_4,506,18,533
28,question_answering,triton_g4dn_xlarge_4,530,3,542
23,image_classification,triton_t2_large_6,477,66,552
27,speech_recognition,triton_g4dn_xlarge_3,526,18,554
29,speech_recognition,triton_g4dn_xlarge_1,575,19,603
31,image_classification,triton_g4dn_xlarge_3,652,8,669
32,image_classification,triton_g4dn_xlarge_4,667,8,684
34,image_classification,triton_g4dn_xlarge_3,752,8,769
33,speech_recognition,triton_g4dn_xlarge_1,744,19,773
13,speech_recognition,triton_t2_large_7,218,564,791
35,object_detection,triton_g4dn_xlarge_4,800,11,821
15,speech_recognition,triton_t2_large_8,266,590,865
36,object_detection,triton_g4dn_xlarge_1,902,10,922
39,object_detection,triton_g4dn_xlarge_3,983,10,1002
38,object_detection,triton_t2_large_8,974,29,1013
40,image_classification,triton_g4dn_xlarge_4,998,7,1015
41,speech_recognition,triton_g4dn_xlarge_1,1016,19,1044
43,image_classification,triton_g4dn_xlarge_3,1030,7,1047
44,object_detection,triton_g4dn_xlarge_4,1032,9,1050
37,image_classification,triton_t2_large_7,974,75,1059
45,image_classification,triton_g4dn_xlarge_1,1054,8,1071
47,object_detection,triton_g4dn_xlarge_3,1081,15,1106
42,image_classification,triton_t2_large_8,1018,78,1106
46,object_detection,triton_t2_large_7,1066,31,1107
48,object_detection,triton_g4dn_xlarge_4,1082,15,1107
49,object_detection,triton_g4dn_xlarge_1,1135,10,1154
30,speech_recognition,triton_t2_large_6,612,564,1186
53,speech_recognition,triton_g4dn_xlarge_3,1209,19,1237
51,object_detection,triton_t2_large_6,1203,30,1243
50,question_answering,triton_t2_large_7,1199,37,1245
52,object_detection,triton_t2_large_8,1205,34,1248
54,speech_recognition,triton_g4dn_xlarge_4,1261,18,1289
55,speech_recognition,triton_g4dn_xlarge_1,1267,19,1295
57,object_detection,triton_t2_large_6,1287,32,1328
58,object_detection,triton_t2_large_8,1295,26,1330
59,question_answering,triton_g4dn_xlarge_3,1346,3,1360
60,object_detection,triton_g4dn_xlarge_4,1347,9,1366
61,object_detection,triton_g4dn_xlarge_1,1385,10,1404
64,question_answering,triton_g4dn_xlarge_3,1480,3,1492
