task_id,task_type,assigned_machine,arrival_time,inference_time,completion_time
1,speech_recognition,triton_g4dn_xlarge_3,8,29,88
2,speech_recognition,triton_g4dn_xlarge_4,11,30,89
3,speech_recognition,triton_g4dn_xlarge_1,17,30,89
4,speech_recognition,triton_g4dn_xlarge_2,35,27,91
7,speech_recognition,triton_g4dn_xlarge_3,48,21,109
5,speech_recognition,triton_g4dn_xlarge_1,35,21,111
6,speech_recognition,triton_g4dn_xlarge_4,37,22,112
8,speech_recognition,triton_g4dn_xlarge_2,65,20,115
9,speech_recognition,triton_g4dn_xlarge_4,67,21,133
10,speech_recognition,triton_g4dn_xlarge_3,75,24,135
11,speech_recognition,triton_g4dn_xlarge_1,97,22,149
12,speech_recognition,triton_g4dn_xlarge_2,100,21,151
13,speech_recognition,triton_g4dn_xlarge_4,102,23,156
14,speech_recognition,triton_g4dn_xlarge_3,103,23,158
15,speech_recognition,triton_g4dn_xlarge_1,105,21,171
16,speech_recognition,triton_g4dn_xlarge_2,144,20,193
17,speech_recognition,triton_g4dn_xlarge_3,161,20,210
18,speech_recognition,triton_g4dn_xlarge_4,162,20,212
19,speech_recognition,triton_g4dn_xlarge_1,179,20,229
20,speech_recognition,triton_g4dn_xlarge_2,183,20,233
21,speech_recognition,triton_g4dn_xlarge_3,188,20,239
22,speech_recognition,triton_g4dn_xlarge_4,216,19,265
23,speech_recognition,triton_g4dn_xlarge_1,233,19,282
24,speech_recognition,triton_g4dn_xlarge_2,238,19,288
25,speech_recognition,triton_g4dn_xlarge_3,239,20,289
26,speech_recognition,triton_g4dn_xlarge_4,244,21,295
28,speech_recognition,triton_g4dn_xlarge_1,247,21,304
27,speech_recognition,triton_g4dn_xlarge_2,244,20,307
29,speech_recognition,triton_g4dn_xlarge_3,263,21,314
30,speech_recognition,triton_g4dn_xlarge_4,263,21,318
31,speech_recognition,triton_g4dn_xlarge_1,272,24,328
32,speech_recognition,triton_g4dn_xlarge_2,282,20,333
33,speech_recognition,triton_g4dn_xlarge_3,283,22,337
34,speech_recognition,triton_g4dn_xlarge_4,287,22,340
35,speech_recognition,triton_g4dn_xlarge_1,288,24,354
36,speech_recognition,triton_g4dn_xlarge_2,310,20,360
37,speech_recognition,triton_g4dn_xlarge_3,350,21,402
38,speech_recognition,triton_g4dn_xlarge_4,350,21,402
39,speech_recognition,triton_g4dn_xlarge_1,372,19,422
40,speech_recognition,triton_g4dn_xlarge_2,381,19,430
41,speech_recognition,triton_g4dn_xlarge_3,394,20,445
42,speech_recognition,triton_g4dn_xlarge_4,404,19,454
44,speech_recognition,triton_g4dn_xlarge_2,413,20,464
43,speech_recognition,triton_g4dn_xlarge_1,413,21,465
45,speech_recognition,triton_g4dn_xlarge_3,416,19,466
46,speech_recognition,triton_g4dn_xlarge_4,424,20,475
47,speech_recognition,triton_g4dn_xlarge_1,438,22,490
48,speech_recognition,triton_g4dn_xlarge_2,441,20,491
