task_id,task_type,assigned_machine,arrival_time,inference_time,completion_time
1,object_detection,triton_t2_large_7,0,63,68
2,object_detection,triton_t2_large_6,0,72,78
3,object_detection,triton_t2_large_8,0,72,78
5,object_detection,triton_t2_large_3,0,90,95
6,object_detection,triton_t2_large_4,0,107,113
7,object_detection,triton_t2_large_5,0,107,113
14,object_detection,triton_t2_large_7,0,44,118
11,object_detection,triton_g4dn_xlarge_3,0,115,121
13,object_detection,triton_g4dn_xlarge_1,0,118,124
12,object_detection,triton_g4dn_xlarge_4,0,119,125
15,object_detection,triton_t2_large_6,0,43,127
16,object_detection,triton_t2_large_8,0,50,134
39,object_detection,triton_t2_large_3,0,39,136
40,object_detection,triton_t2_large_7,0,32,151
8,object_detection,triton_t2_large_2,0,149,155
18,object_detection,triton_t2_large_5,0,46,163
10,object_detection,triton_t2_large_12,0,159,164
17,object_detection,triton_t2_large_4,0,53,171
9,object_detection,triton_t2_large_11,0,166,172
21,object_detection,triton_t2_large_6,0,44,172
116,object_detection,triton_g4dn_xlarge_3,0,53,174
20,object_detection,triton_g4dn_xlarge_1,0,63,191
192,object_detection,triton_t2_large_8,0,58,192
19,object_detection,triton_g4dn_xlarge_4,0,66,194
22,object_detection,triton_t2_large_3,0,62,200
41,object_detection,triton_t2_large_7,0,53,204
88,object_detection,triton_t2_large_5,0,54,217
42,object_detection,triton_t2_large_6,0,49,223
24,object_detection,triton_t2_large_8,0,51,243
23,object_detection,triton_g4dn_xlarge_1,0,53,244
43,object_detection,triton_t2_large_4,0,73,246
46,object_detection,triton_t2_large_7,0,42,248
81,object_detection,triton_g4dn_xlarge_3,0,78,254
45,object_detection,triton_g4dn_xlarge_4,0,64,258
25,object_detection,triton_t2_large_3,0,57,260
26,object_detection,triton_t2_large_6,0,45,269
104,object_detection,triton_t2_large_12,0,111,276
27,object_detection,triton_t2_large_8,0,38,282
47,object_detection,triton_t2_large_5,0,67,284
44,object_detection,triton_t2_large_11,0,114,287
28,object_detection,triton_g4dn_xlarge_1,0,45,289
4,object_detection,triton_t2_large_1,0,285,290
48,object_detection,triton_t2_large_7,0,45,295
193,object_detection,triton_t2_large_2,0,143,298
29,object_detection,triton_g4dn_xlarge_3,0,47,302
