task_id,task_type,assigned_machine,arrival_time,inference_time,completion_time
3,speech_recognition,triton_c5_2xlarge_3,17,189,343
4,speech_recognition,triton_c5_2xlarge_5,35,192,350
2,speech_recognition,triton_c5_2xlarge_2,11,206,359
1,speech_recognition,triton_c5_2xlarge_1,8,319,472
5,speech_recognition,triton_c5_2xlarge_4,35,314,472
12,speech_recognition,triton_c5_2xlarge_3,100,176,519
6,speech_recognition,triton_c5_2xlarge_5,37,186,536
8,speech_recognition,triton_c5_2xlarge_2,65,194,553
35,speech_recognition,triton_c5_2xlarge_3,288,177,696
11,speech_recognition,triton_c5_2xlarge_5,97,182,718
42,speech_recognition,triton_c5_2xlarge_2,404,183,736
32,speech_recognition,triton_c5_2xlarge_4,282,307,780
23,speech_recognition,triton_c5_2xlarge_1,233,313,786
49,speech_recognition,triton_c5_2xlarge_3,444,178,875
18,speech_recognition,triton_c5_2xlarge_5,162,183,901
46,speech_recognition,triton_c5_2xlarge_2,424,184,920
9,speech_recognition,triton_c5_2xlarge_3,67,180,1055
44,speech_recognition,triton_c5_2xlarge_5,413,185,1086
52,speech_recognition,triton_c5_2xlarge_4,522,311,1091
65,speech_recognition,triton_c5_2xlarge_1,609,317,1103
48,speech_recognition,triton_c5_2xlarge_2,441,188,1108
20,speech_recognition,triton_c5_2xlarge_3,183,184,1239
38,speech_recognition,triton_c5_2xlarge_5,350,185,1271
77,speech_recognition,triton_c5_2xlarge_2,755,185,1293
58,speech_recognition,triton_c5_2xlarge_4,549,314,1406
47,speech_recognition,triton_c5_2xlarge_1,438,320,1422
45,speech_recognition,triton_c5_2xlarge_3,416,184,1423
94,speech_recognition,triton_c5_2xlarge_5,900,186,1457
106,speech_recognition,triton_c5_2xlarge_2,1017,186,1479
28,speech_recognition,triton_c5_2xlarge_3,247,198,1621
54,speech_recognition,triton_c5_2xlarge_5,536,187,1645
50,speech_recognition,triton_c5_2xlarge_2,464,190,1669
84,speech_recognition,triton_c5_2xlarge_4,830,318,1724
82,speech_recognition,triton_c5_2xlarge_1,774,323,1746
30,speech_recognition,triton_c5_2xlarge_3,263,209,1830
114,speech_recognition,triton_c5_2xlarge_5,1165,186,1831
55,speech_recognition,triton_c5_2xlarge_2,540,190,1859
33,speech_recognition,triton_c5_2xlarge_3,283,187,2017
160,speech_recognition,triton_c5_2xlarge_5,1653,187,2018
119,speech_recognition,triton_c5_2xlarge_4,1190,318,2042
156,speech_recognition,triton_c5_2xlarge_2,1630,197,2057
73,speech_recognition,triton_c5_2xlarge_1,667,325,2071
51,speech_recognition,triton_c5_2xlarge_3,500,193,2211
140,speech_recognition,triton_c5_2xlarge_5,1454,193,2211
86,speech_recognition,triton_c5_2xlarge_2,839,198,2255
7,speech_recognition,triton_c5_2xlarge_4,48,322,2364
115,speech_recognition,triton_c5_2xlarge_3,1168,185,2396
137,speech_recognition,triton_c5_2xlarge_1,1308,325,2396
150,speech_recognition,triton_c5_2xlarge_5,1591,191,2402
76,speech_recognition,triton_c5_2xlarge_2,741,200,2455
