task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,73.60032135076253,73.60032135076253,73.60032135076253,73.60032135076253,73.60032135076253,73.60032135076253,73.60032135076253,73.60032135076253,73.60032135076253,34.853123351236654,34.853123351236654,34.853123351236654
object_detection,72.03593896451767,72.03593896451767,72.03593896451767,72.03593896451767,72.03593896451767,72.03593896451767,72.03593896451767,72.03593896451767,72.03593896451767,78.0107025883187,78.0107025883187,78.0107025883187
question_answering,32.901693135343805,32.901693135343805,32.901693135343805,32.901693135343805,32.901693135343805,32.901693135343805,32.901693135343805,32.901693135343805,32.901693135343805,15.628604675255122,15.628604675255122,15.628604675255122
speech_recognition,578.1748473748473,578.1748473748473,578.1748473748473,578.1748473748473,578.1748473748473,578.1748473748473,578.1748473748473,578.1748473748473,578.1748473748473,179.06523054464566,179.06523054464566,179.06523054464566
