task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,79.62427960927961,79.62427960927961,79.62427960927961,45.37972727272727,15.29108832526201,15.29108832526201,15.29108832526201
object_detection,52.678485462600406,52.678485462600406,52.678485462600406,55.41133269628922,29.979096986835128,29.979096986835128,29.979096986835128
question_answering,34.08609649122807,34.08609649122807,34.08609649122807,14.422818704284222,3.513262322472849,3.513262322472849,3.513262322472849
speech_recognition,578.0166666666667,578.0166666666667,578.0166666666667,219.57305194805195,22.275943596469915,22.275943596469915,22.275943596469915
