task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,69.92303258145363,69.92303258145363,28.164939171134826,28.164939171134826,8.907831213620144
object_detection,35.3163589992915,35.3163589992915,32.90875578678805,32.90875578678805,16.71504612897953
question_answering,33.30025452101661,33.30025452101661,13.932463031801982,13.932463031801982,3.3943426170092352
speech_recognition,575.1688888888889,575.1688888888889,211.23984901119903,211.23984901119903,22.944846821134803
