task_type,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,8.963949718381977,8.963949718381977
object_detection,11.116219380928106,11.116219380928106
question_answering,3.4576000000000002,3.4576000000000002
speech_recognition,22.402940066156905,22.402940066156905
