task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,86.13158387067479,47.85856188226099,47.85856188226099,17.014230073655938
object_detection,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,98.12584232248346,95.34992658682314,95.34992658682314,57.85442691044507
question_answering,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,33.090495565041024,14.259922151117802,14.259922151117802,3.791700767263427
speech_recognition,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,580.5103896103897,195.68229479633303,195.68229479633303,23.571946658513248
