task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1
image_classification,73.84082970225128,73.84082970225128,73.84082970225128,73.84082970225128,73.84082970225128,73.84082970225128,73.84082970225128,73.84082970225128,73.84082970225128,9.508900285964737
object_detection,66.75562554617173,66.75562554617173,66.75562554617173,66.75562554617173,66.75562554617173,66.75562554617173,66.75562554617173,66.75562554617173,66.75562554617173,32.368875560565
question_answering,32.76557300361222,32.76557300361222,32.76557300361222,32.76557300361222,32.76557300361222,32.76557300361222,32.76557300361222,32.76557300361222,32.76557300361222,3.561088464845354
speech_recognition,579.758950617284,579.758950617284,579.758950617284,579.758950617284,579.758950617284,579.758950617284,579.758950617284,579.758950617284,579.758950617284,23.227773697810417
