task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,78.8419832548404,78.8419832548404,78.8419832548404,78.8419832548404,78.8419832548404,78.8419832548404,78.8419832548404,38.60235981114698,38.60235981114698,38.60235981114698,14.319325761798586
object_detection,70.13372550744951,70.13372550744951,70.13372550744951,70.13372550744951,70.13372550744951,70.13372550744951,70.13372550744951,74.36892312236172,74.36892312236172,74.36892312236172,41.36545945282787
question_answering,33.21919867947179,33.21919867947179,33.21919867947179,33.21919867947179,33.21919867947179,33.21919867947179,33.21919867947179,14.355102732190701,14.355102732190701,14.355102732190701,3.5572997216207853
speech_recognition,579.8719387755102,579.8719387755102,579.8719387755102,579.8719387755102,579.8719387755102,579.8719387755102,579.8719387755102,209.33178498232846,209.33178498232846,209.33178498232846,23.582934098717423
