task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,99.52851340578613,56.32243851349888,56.32243851349888,25.073171925463775,25.073171925463775
object_detection,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,101.78724600466055,120.58432378079438,120.58432378079438,65.00389114938298,65.00389114938298
question_answering,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,33.378768100586285,14.646556058246057,14.646556058246057,3.784220614147175,3.784220614147175
speech_recognition,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,585.2563636363636,188.71061438561438,188.71061438561438,22.67177742868937,22.67177742868937
