task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,91.43974983349983,91.43974983349983,91.43974983349983,91.43974983349983,91.43974983349983,91.43974983349983,91.43974983349983,91.43974983349983,47.62566666666667,23.85108748714285,23.85108748714285,23.85108748714285
object_detection,80.2983893751223,80.2983893751223,80.2983893751223,80.2983893751223,80.2983893751223,80.2983893751223,80.2983893751223,80.2983893751223,81.71975772765248,58.06467069110947,58.06467069110947,58.06467069110947
question_answering,33.420369491619496,33.420369491619496,33.420369491619496,33.420369491619496,33.420369491619496,33.420369491619496,33.420369491619496,33.420369491619496,14.34552700922266,3.7517486119447065,3.7517486119447065,3.7517486119447065
speech_recognition,580.6770833333334,580.6770833333334,580.6770833333334,580.6770833333334,580.6770833333334,580.6770833333334,580.6770833333334,580.6770833333334,170.78181818181818,22.483727096880802,22.483727096880802,22.483727096880802
