task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,103.46397649969079,103.46397649969079,103.46397649969079,103.46397649969079,103.46397649969079,103.46397649969079,103.46397649969079,64.7910617975954,64.7910617975954,64.7910617975954,64.7910617975954,31.16578828388075,31.16578828388075,31.16578828388075
object_detection,89.59206896671071,89.59206896671071,89.59206896671071,89.59206896671071,89.59206896671071,89.59206896671071,89.59206896671071,109.96702989820638,109.96702989820638,109.96702989820638,109.96702989820638,63.91063307147975,63.91063307147975,63.91063307147975
question_answering,33.52253968253969,33.52253968253969,33.52253968253969,33.52253968253969,33.52253968253969,33.52253968253969,33.52253968253969,14.80640160450145,14.80640160450145,14.80640160450145,14.80640160450145,3.958723934018052,3.958723934018052,3.958723934018052
speech_recognition,584.0857142857143,584.0857142857143,584.0857142857143,584.0857142857143,584.0857142857143,584.0857142857143,584.0857142857143,203.98908730158732,203.98908730158732,203.98908730158732,203.98908730158732,22.63691811815879,22.63691811815879,22.63691811815879
