task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1
image_classification,75.69952075702075,75.69952075702075,75.69952075702075,75.69952075702075,75.69952075702075,75.69952075702075,75.69952075702075,75.69952075702075,75.69952075702075,30.69072639072639,11.325065683608434
object_detection,71.6461952054948,71.6461952054948,71.6461952054948,71.6461952054948,71.6461952054948,71.6461952054948,71.6461952054948,71.6461952054948,71.6461952054948,77.16353535353535,35.77276882682897
question_answering,32.970195409547834,32.970195409547834,32.970195409547834,32.970195409547834,32.970195409547834,32.970195409547834,32.970195409547834,32.970195409547834,32.970195409547834,13.856774193548386,3.6310780543312307
speech_recognition,578.2185185185186,578.2185185185186,578.2185185185186,578.2185185185186,578.2185185185186,578.2185185185186,578.2185185185186,578.2185185185186,578.2185185185186,205.01684782608694,23.19517713702847
