task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,71.44200501253133,26.325926544706952,26.325926544706952,8.787560265261918
object_detection,31.813989068924656,25.24754890813453,25.24754890813453,14.106566032855671
question_answering,35.15468892537858,13.701742616580002,13.701742616580002,3.3132673053939143
speech_recognition,588.5777777777778,218.14878066549198,218.14878066549198,22.91967602917878
