task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,c5.2xlarge-1
image_classification,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,78.46196178984414,39.12160317460317
object_detection,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,106.94522075857019,105.90694444444443
question_answering,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,33.50753785103785,18.705072463768115
speech_recognition,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,580.9023443223443,169.86914728682171
