task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1
image_classification,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,79.76166971916972,12.39453768496006
object_detection,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,84.309721934939,50.15615105956662
question_answering,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,32.98204760109172,3.6085284280936456
speech_recognition,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,580.1675595238096,22.980519480519483
