task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,88.86479229104229,88.86479229104229,88.86479229104229,88.86479229104229,88.86479229104229,88.86479229104229,88.86479229104229,88.86479229104229,20.219325354220537,20.219325354220537,20.219325354220537
object_detection,81.52274371565434,81.52274371565434,81.52274371565434,81.52274371565434,81.52274371565434,81.52274371565434,81.52274371565434,81.52274371565434,45.321717480506415,45.321717480506415,45.321717480506415
question_answering,33.311501831501836,33.311501831501836,33.311501831501836,33.311501831501836,33.311501831501836,33.311501831501836,33.311501831501836,33.311501831501836,3.7597298797409806,3.7597298797409806,3.7597298797409806
speech_recognition,580.0625,580.0625,580.0625,580.0625,580.0625,580.0625,580.0625,580.0625,22.16584152645796,22.16584152645796,22.16584152645796
