task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,77.09896867021868,77.09896867021868,77.09896867021868,77.09896867021868,77.09896867021868,77.09896867021868,35.7264237134806,35.7264237134806,35.7264237134806,12.758018730368619
object_detection,65.38445784004507,65.38445784004507,65.38445784004507,65.38445784004507,65.38445784004507,65.38445784004507,63.51222044762494,63.51222044762494,63.51222044762494,34.979446885152086
question_answering,33.18006296535708,33.18006296535708,33.18006296535708,33.18006296535708,33.18006296535708,33.18006296535708,14.278247642081066,14.278247642081066,14.278247642081066,3.5012096332785987
speech_recognition,575.0958333333333,575.0958333333333,575.0958333333333,575.0958333333333,575.0958333333333,575.0958333333333,227.8821810617106,227.8821810617106,227.8821810617106,23.517733195599394
