task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,22.338446423412467,22.338446423412467,8.728994791035737
object_detection,20.279692388270472,20.279692388270472,11.88161771506121
question_answering,14.67759964542183,14.67759964542183,3.390591483727589
speech_recognition,165.89989919354838,165.89989919354838,23.013943994019893
