task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,85.40535464535465,85.40535464535465,85.40535464535465,85.40535464535465,47.04536434861434,47.04536434861434,47.04536434861434,47.04536434861434,19.460096608069485,19.460096608069485
object_detection,61.322410285366814,61.322410285366814,61.322410285366814,61.322410285366814,73.19357858722132,73.19357858722132,73.19357858722132,73.19357858722132,41.50699912906925,41.50699912906925
question_answering,34.07567307692308,34.07567307692308,34.07567307692308,34.07567307692308,15.228532268054007,15.228532268054007,15.228532268054007,15.228532268054007,3.742672257462961,3.742672257462961
speech_recognition,576.0575000000001,576.0575000000001,576.0575000000001,576.0575000000001,190.3459584859585,190.3459584859585,190.3459584859585,190.3459584859585,22.304724059473735,22.304724059473735
