task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,84.10467032967033,84.10467032967033,47.82189349410505,47.82189349410505,47.82189349410505,19.199907595832194,19.199907595832194,19.199907595832194
object_detection,53.37028231765454,53.37028231765454,59.0205218171263,59.0205218171263,59.0205218171263,36.22132246634031,36.22132246634031,36.22132246634031
question_answering,34.25240384615385,34.25240384615385,14.085698029088835,14.085698029088835,14.085698029088835,3.7778972659060543,3.7778972659060543,3.7778972659060543
speech_recognition,575.725,575.725,199.25112073112072,199.25112073112072,199.25112073112072,22.438632099437115,22.438632099437115,22.438632099437115
