task_type,t2.large-1,g4dn.xlarge-1
image_classification,70.8645276292335,8.502188940092164
object_detection,27.733971830985915,10.237146049481245
question_answering,35.04761387631976,3.32026942794782
speech_recognition,590.2181818181818,22.268619246861924
