task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,108.07356393606395,81.43671328671329,81.43671328671329,81.43671328671329,31.179512734436834,31.179512734436834,31.179512734436834
object_detection,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,102.54240911133158,126.44535612535613,126.44535612535613,126.44535612535613,85.10153178177173,85.10153178177173,85.10153178177173
question_answering,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,33.71489393939394,16.283826109391125,16.283826109391125,16.283826109391125,4.24184149248191,4.24184149248191,4.24184149248191
speech_recognition,587.48,587.48,587.48,587.48,587.48,587.48,587.48,587.48,587.48,587.48,217.63148148148147,217.63148148148147,217.63148148148147,22.636801579487845,22.636801579487845,22.636801579487845
