task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,79.19198168498168,79.19198168498168,79.19198168498168,79.19198168498168,79.19198168498168,34.103508403361346,12.852164680303085,12.852164680303085
object_detection,56.49174834872031,56.49174834872031,56.49174834872031,56.49174834872031,56.49174834872031,49.82051909529106,31.867108370719325,31.867108370719325
question_answering,33.29281571575999,33.29281571575999,33.29281571575999,33.29281571575999,33.29281571575999,12.842418300653595,3.5737875735522486,3.5737875735522486
speech_recognition,573.7679999999999,573.7679999999999,573.7679999999999,573.7679999999999,573.7679999999999,208.31666666666666,21.896557158624173,21.896557158624173
