task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.63541666666667,72.63541666666667,72.63541666666667,72.63541666666667,9.848177175961405,9.848177175961405
object_detection,44.97016509518526,44.97016509518526,44.97016509518526,44.97016509518526,23.620301672780027,23.620301672780027
question_answering,33.492313164418434,33.492313164418434,33.492313164418434,33.492313164418434,3.5312337829935245,3.5312337829935245
speech_recognition,574.45,574.45,574.45,574.45,21.63490212321019,21.63490212321019
