task_type,c5.2xlarge-1,g4dn.xlarge-1
image_classification,26.509427715246623,8.462720719370386
object_detection,18.847016678297656,10.677449011108667
question_answering,13.54081232492997,3.5551953267615914
speech_recognition,199.5065675703607,21.09958572634656
