task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,86.77599104599105,86.77599104599105,86.77599104599105,86.77599104599105,86.77599104599105,86.77599104599105,86.77599104599105,86.77599104599105,86.77599104599105,48.80129678750369,18.550238777161262,18.550238777161262
object_detection,83.9930247333521,83.9930247333521,83.9930247333521,83.9930247333521,83.9930247333521,83.9930247333521,83.9930247333521,83.9930247333521,83.9930247333521,85.45030099759201,48.49955860969974,48.49955860969974
question_answering,34.09320105820106,34.09320105820106,34.09320105820106,34.09320105820106,34.09320105820106,34.09320105820106,34.09320105820106,34.09320105820106,34.09320105820106,13.952065527065525,4.271254024708199,4.271254024708199
speech_recognition,580.5144444444444,580.5144444444444,580.5144444444444,580.5144444444444,580.5144444444444,580.5144444444444,580.5144444444444,580.5144444444444,580.5144444444444,182.39950049950048,21.84711063347551,21.84711063347551
