task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,86.38951334379905,86.38951334379905,86.38951334379905,86.38951334379905,86.38951334379905,86.38951334379905,86.38951334379905,50.84004980184062,50.84004980184062,50.84004980184062,21.177339211552443,21.177339211552443
object_detection,79.4187749014221,79.4187749014221,79.4187749014221,79.4187749014221,79.4187749014221,79.4187749014221,79.4187749014221,88.15005716505718,88.15005716505718,88.15005716505718,50.51760794421354,50.51760794421354
question_answering,33.45581323438466,33.45581323438466,33.45581323438466,33.45581323438466,33.45581323438466,33.45581323438466,33.45581323438466,16.930213897213896,16.930213897213896,16.930213897213896,3.8472011772674817,3.8472011772674817
speech_recognition,580.5771428571428,580.5771428571428,580.5771428571428,580.5771428571428,580.5771428571428,580.5771428571428,580.5771428571428,220.0797163947164,220.0797163947164,220.0797163947164,21.79890570069574,21.79890570069574
