task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1,c5.2xlarge-2
image_classification,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,82.49996771086057,39.794136801734304,39.794136801734304
object_detection,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,104.37345003316705,118.81556485181486,118.81556485181486
question_answering,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,33.07684196755625,12.951137355620114,12.951137355620114
speech_recognition,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,578.7134615384615,177.77757199440126,177.77757199440126
