task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,72.4127908496732,72.4127908496732,72.4127908496732,72.4127908496732,72.4127908496732,26.37550867673117,26.37550867673117,26.37550867673117,26.37550867673117
object_detection,53.9369417332377,53.9369417332377,53.9369417332377,53.9369417332377,53.9369417332377,52.720484714025915,52.720484714025915,52.720484714025915,52.720484714025915
question_answering,33.15308225108225,33.15308225108225,33.15308225108225,33.15308225108225,33.15308225108225,13.496419112909052,13.496419112909052,13.496419112909052,13.496419112909052
speech_recognition,574.1699761904762,574.1699761904762,574.1699761904762,574.1699761904762,574.1699761904762,184.2197838513053,184.2197838513053,184.2197838513053,184.2197838513053
