task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1
image_classification,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,74.5414177703245,26.512288711176478
object_detection,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,80.70798477303609,82.13355263157895
question_answering,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,32.98579413198028,13.0985530985531
speech_recognition,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,578.5015931372549,185.0775299637675
