task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,94.16806175306174,60.299365079365074,23.603596441044466,23.603596441044466
object_detection,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,100.21361313651948,128.4965909090909,65.14677164051564,65.14677164051564
question_answering,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,33.25988650238651,14.371929824561402,3.9500611325611326,3.9500611325611326
speech_recognition,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,583.3683333333333,211.86731601731603,21.980621560765332,21.980621560765332
