task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,91.84957137307137,58.13994264069264,58.13994264069264,58.13994264069264,58.13994264069264,21.590326530612245
object_detection,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,103.07352422884908,104.19497179042894,104.19497179042894,104.19497179042894,104.19497179042894,73.12047930283225
question_answering,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,33.375454545454545,15.671585685227564,15.671585685227564,15.671585685227564,15.671585685227564,3.824204014414306
speech_recognition,579.182,579.182,579.182,579.182,579.182,579.182,579.182,579.182,579.182,579.182,194.97595396390676,194.97595396390676,194.97595396390676,194.97595396390676,21.759948183767253
