task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,70.86912870411322,70.86912870411322,70.86912870411322,26.343405204350336,26.343405204350336,26.343405204350336,26.343405204350336
object_detection,42.2042260705085,42.2042260705085,42.2042260705085,39.560388558485265,39.560388558485265,39.560388558485265,39.560388558485265
question_answering,33.825967859301194,33.825967859301194,33.825967859301194,13.761977564281363,13.761977564281363,13.761977564281363,13.761977564281363
speech_recognition,576.3265236211444,576.3265236211444,576.3265236211444,193.35848239494032,193.35848239494032,193.35848239494032,193.35848239494032
