task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,93.4962026862027,93.4962026862027,93.4962026862027,93.4962026862027,93.4962026862027,93.4962026862027,93.4962026862027,93.4962026862027,93.4962026862027,50.03472190852626,50.03472190852626,21.187760442392364,21.187760442392364
object_detection,86.72164569683054,86.72164569683054,86.72164569683054,86.72164569683054,86.72164569683054,86.72164569683054,86.72164569683054,86.72164569683054,86.72164569683054,93.19489845938377,93.19489845938377,53.38396376434963,53.38396376434963
question_answering,33.5494301994302,33.5494301994302,33.5494301994302,33.5494301994302,33.5494301994302,33.5494301994302,33.5494301994302,33.5494301994302,33.5494301994302,15.398758610954264,15.398758610954264,3.7844995759775935,3.7844995759775935
speech_recognition,583.1755555555555,583.1755555555555,583.1755555555555,583.1755555555555,583.1755555555555,583.1755555555555,583.1755555555555,583.1755555555555,583.1755555555555,207.84260073260074,207.84260073260074,22.48267998322364,22.48267998322364
