task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,95.57641370974704,95.57641370974704,95.57641370974704,95.57641370974704,95.57641370974704,95.57641370974704,95.57641370974704,95.57641370974704,95.57641370974704,70.11567450203025,70.11567450203025,70.11567450203025,70.11567450203025,27.627251690035262,27.627251690035262
object_detection,98.61770266273048,98.61770266273048,98.61770266273048,98.61770266273048,98.61770266273048,98.61770266273048,98.61770266273048,98.61770266273048,98.61770266273048,116.01479360100684,116.01479360100684,116.01479360100684,116.01479360100684,62.63541935588721,62.63541935588721
question_answering,33.59659371492705,33.59659371492705,33.59659371492705,33.59659371492705,33.59659371492705,33.59659371492705,33.59659371492705,33.59659371492705,33.59659371492705,14.799357370141038,14.799357370141038,14.799357370141038,14.799357370141038,3.923168596118413,3.923168596118413
speech_recognition,582.5722222222223,582.5722222222223,582.5722222222223,582.5722222222223,582.5722222222223,582.5722222222223,582.5722222222223,582.5722222222223,582.5722222222223,189.04642094017095,189.04642094017095,189.04642094017095,189.04642094017095,22.552384384027047,22.552384384027047
