task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,81.56897802197803,41.09630180878288,41.09630180878288,16.19688737973967
object_detection,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,85.60774347678989,91.45814456011824,91.45814456011824,41.28796992481203
question_answering,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,33.12068131868132,13.071973109904144,13.071973109904144,3.6089736588336807
speech_recognition,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,581.0067857142858,208.88459869713301,208.88459869713301,23.218167797631168
