task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1
image_classification,87.49357166265918,87.49357166265918,87.49357166265918,9.561609472760017
object_detection,38.006346490231714,38.006346490231714,38.006346490231714,697.172706788618
question_answering,39.18426459209068,39.18426459209068,39.18426459209068,3.5280223806694395
speech_recognition,609.2331216931217,609.2331216931217,609.2331216931217,21.45013751246935
