task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,78.28546287046287,36.021156554339974,36.021156554339974,36.021156554339974
object_detection,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,90.45047810601461,93.48924569438529,93.48924569438529,93.48924569438529
question_answering,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,33.027056277056275,14.51620535652979,14.51620535652979,14.51620535652979
speech_recognition,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,578.5238927738928,186.49396874144463,186.49396874144463,186.49396874144463
