task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1
image_classification,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,82.47655677655678,41.032963875205255,13.675123183678872
object_detection,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,84.52095947308781,90.18047619047618,47.777347285067876
question_answering,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,33.0792036884684,18.019623188405795,3.6544949360081667
speech_recognition,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,581.3448051948052,199.1927536231884,23.71722799927446
