task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.9545238095238,73.9545238095238,73.9545238095238,73.9545238095238,29.357119323521196,29.357119323521196,29.357119323521196,11.27471249680552
object_detection,50.681598776950395,50.681598776950395,50.681598776950395,50.681598776950395,51.79608094832288,51.79608094832288,51.79608094832288,29.335617438464748
question_answering,33.42971601519396,33.42971601519396,33.42971601519396,33.42971601519396,14.13464075877738,14.13464075877738,14.13464075877738,3.45227432501524
speech_recognition,574.8339285714286,574.8339285714286,574.8339285714286,574.8339285714286,188.49945794302317,188.49945794302317,188.49945794302317,23.019244017635693
